V1/V2   netlist                                                                      MAX err  AVG err
 1.182  (vin_out,vin_out,out_0,out_2,2_3,3_0,0_4,4_gnd)                                    7        3
 1.182  (vin_out,vin_out,vin_1,1_out,1_out,1_out,out_2,2_gnd)                              7        3
 1.182  (vin_0,vin_0,vin_0,vin_0,vin_out,out_0,0_gnd,0_gnd)                                9        5
 1.182  (vin_0,vin_1,1_out,out_3,3_4,4_5,5_0,0_gnd)                                        9        5
 1.182  (vin_0,vin_out,out_0,out_0,0_2,2_gnd)                                              9        6
 1.182  (vin_0,vin_1,1_out,out_0,0_3,3_4,4_gnd,4_gnd)                                     10        4
 1.182  (vin_0,vin_1,1_out,out_0,out_0,0_3,3_4,4_gnd)                                     10        4
 1.182  (vin_0,vin_out,out_0,0_2,2_gnd,2_gnd)                                             11        6
 1.182  (vin_0,vin_0,vin_out,out_2,2_0,0_gnd,0_gnd)                                       12        5
 1.182  (vin_0,vin_0,vin_1,1_out,out_3,3_0,0_gnd)                                         12        5
 1.182  (vin_0,vin_out,out_2,2_0,2_3,3_4,4_0,0_gnd)                                       12        5
 1.182  (vin_0,vin_out,out_0,vin_2,2_0,2_0,2_0,0_gnd)                                     12        5
 1.182  (vin_0,vin_out,out_2,2_3,3_0,0_gnd,0_gnd)                                         13        5
 1.182  (vin_0,vin_0,vin_0,vin_1,1_out,out_0,0_gnd)                                       13        5
 1.182  (vin_out,out_1,1_2,2_3,3_4,4_5,5_gnd,5_gnd)                                       15        3
 1.182  (vin_out,out_0,0_2,2_3,3_4,4_5,5_gnd,5_gnd)                                       15        3
 1.182  (vin_out,out_0,out_0,0_2,2_3,3_4,4_5,5_gnd)                                       15        3
 1.182  (vin_out,out_2,2_0,0_3,3_4,4_5,5_gnd,5_gnd)                                       15        3
 1.182  (vin_out,out_2,2_0,2_0,0_3,3_4,4_5,5_gnd)                                         15        3
 1.182  (vin_out,out_2,2_3,3_0,0_4,4_5,5_gnd,5_gnd)                                       15        3
 1.182  (vin_out,out_2,2_3,3_0,3_0,0_4,4_5,5_gnd)                                         15        3
 1.182  (vin_out,out_2,2_3,3_4,4_0,0_5,5_gnd,5_gnd)                                       15        3
 1.182  (vin_out,out_2,2_3,3_4,4_0,4_0,0_5,5_gnd)                                         15        3
 1.182  (vin_out,out_2,2_3,3_4,4_5,5_0,0_gnd,0_gnd)                                       15        3
 1.182  (vin_out,out_2,2_3,3_4,4_5,5_0,5_0,0_gnd)                                         15        3
 1.182  (vin_out,vin_out,vin_out,vin_out,vin_out,vin_1,1_out,out_gnd)                     15        3
 1.185  (vin_out,out_0,vin_2,2_0,2_3,3_0,0_4,4_gnd)                                       12        4
 1.185  (vin_0,vin_out,vin_out,out_0,out_2,2_0,2_0,0_gnd)                                 12        4
 1.187  (vin_out,vin_out,out_1,1_2,2_gnd,2_3,3_gnd)                                        7        4
 1.188  (vin_out,vin_out,out_0,out_2,2_0,0_3,3_gnd)                                        7        4
 1.188  (vin_out,vin_out,vin_1,1_out,1_out,out_2,2_gnd)                                    7        4
 1.188  (vin_out,vin_1,1_2,2_out,out_3,3_4,4_5,5_gnd)                                     11        3
 1.188  (vin_out,vin_out,vin_out,vin_out,out_1,1_gnd,1_gnd,1_gnd)                         11        3
 1.188  (vin_0,vin_1,1_2,2_out,out_0,0_4,4_5,5_gnd)                                       11        4
 1.188  (vin_0,vin_out,out_2,2_0,2_3,3_0,0_gnd)                                           12        5
 1.188  (vin_0,vin_out,out_0,vin_2,2_0,2_0,0_gnd)                                         12        5
 1.188  (vin_1,1_2,2_0,vin_out,out_4,4_5,5_0,0_gnd)                                       14        4
 1.188  (vin_0,vin_0,vin_0,vin_out,out_0,out_0,out_0,0_gnd)                               14        4
 1.190  (vin_out,vin_out,vin_out,out_1,1_gnd,1_2,2_3,3_gnd)                                9        3
 1.190  (vin_out,vin_1,1_out,1_out,1_out,out_2,2_3,3_gnd)                                  9        3
 1.190  (vin_out,vin_out,vin_out,out_0,out_2,2_3,3_0,0_gnd)                                9        3
 1.190  (vin_out,vin_1,1_out,out_2,2_3,3_4,4_gnd,4_gnd)                                   10        3
 1.190  (vin_out,vin_out,vin_out,vin_1,1_out,out_2,2_gnd,2_gnd)                           10        3
 1.190  (vin_0,vin_1,1_out,out_3,3_0,3_0,0_4,4_gnd)                                       10        5
 1.190  (vin_out,out_2,2_0,vin_3,3_0,3_0,3_0,0_gnd)                                       13        5
 1.190  (vin_0,vin_0,vin_out,out_0,out_2,2_3,3_0,0_gnd)                                   13        5
 1.190  (vin_1,1_0,vin_out,out_3,3_4,4_0,4_0,0_gnd)                                       14        4
 1.190  (vin_0,vin_0,vin_1,1_0,vin_out,out_0,out_0,0_gnd)                                 14        4
 1.192  (vin_out,vin_out,out_1,1_2,2_gnd,2_3,3_gnd,3_gnd)                                  8        4
 1.192  (vin_out,vin_out,out_0,out_2,2_0,2_0,0_3,3_gnd)                                    8        4
 1.192  (vin_out,vin_out,vin_1,1_out,1_2,2_out,out_3,3_gnd)                                8        4
 1.192  (vin_0,vin_out,out_0,out_0,out_2,2_0,0_3,3_gnd)                                    9        4
 1.192  (vin_0,vin_out,out_0,0_2,2_gnd,2_gnd,2_3,3_gnd)                                   11        5
 1.192  (vin_1,vin_out,out_1,1_0,1_0,1_3,3_0,0_gnd)                                       11        5
 1.192  (vin_0,vin_out,out_2,2_0,2_3,3_0,3_0,0_gnd)                                       13        5
 1.192  (vin_0,vin_out,out_0,vin_2,2_0,2_3,3_0,0_gnd)                                     13        5
 1.200  (vin_out,vin_out,out_1,1_2,2_gnd,2_gnd)                                            8        5
 1.200  (vin_out,vin_out,out_0,out_0,0_2,2_gnd)                                            8        5
 1.200  (vin_out,vin_out,vin_1,1_out,out_2,2_gnd)                                          8        5
 1.200  (vin_out,vin_out,vin_out,out_1,1_gnd,1_2,2_gnd)                                    9        4
 1.200  (vin_out,vin_1,1_out,1_out,out_2,2_3,3_gnd)                                        9        4
 1.200  (vin_0,vin_out,out_0,out_0,out_0,0_2,2_gnd)                                        9        5
 1.200  (vin_0,vin_out,out_0,0_2,2_gnd,2_gnd,2_gnd)                                       12        6
 1.200  (vin_1,vin_out,out_1,1_0,1_0,1_0,0_gnd)                                           12        6
 1.200  (vin_out,out_0,vin_2,2_0,0_3,3_gnd)                                               13        6
 1.200  (vin_1,1_0,vin_out,out_0,0_3,3_gnd)                                               13        6
 1.200  (vin_0,vin_out,vin_out,out_0,out_0,0_gnd)                                         13        6
 1.200  (vin_0,vin_out,out_2,2_0,2_0,0_gnd)                                               13        7
 1.200  (vin_0,vin_out,out_0,vin_2,2_0,0_gnd)                                             13        7
 1.200  (vin_0,vin_1,1_0,vin_out,out_0,0_gnd)                                             13        7
 1.200  (vin_0,vin_out,out_2,2_0,0_gnd,0_3,3_4,4_gnd)                                     14        5
 1.200  (vin_1,1_0,1_0,vin_out,out_3,3_0,0_gnd)                                           14        6
 1.200  (vin_0,vin_0,vin_out,out_0,out_2,2_0,0_gnd)                                       14        6
 1.200  (vin_out,out_1,1_2,2_3,3_4,4_gnd)                                                 16        5
 1.200  (vin_out,out_0,0_2,2_3,3_4,4_gnd)                                                 16        5
 1.200  (vin_out,out_2,2_0,0_3,3_4,4_gnd)                                                 16        5
 1.200  (vin_out,out_2,2_3,3_0,0_4,4_gnd)                                                 16        5
 1.200  (vin_out,out_2,2_3,3_4,4_0,0_gnd)                                                 16        5
 1.200  (vin_out,vin_out,vin_out,vin_out,vin_out,out_gnd)                                 16        5
 1.208  (vin_out,vin_out,out_1,1_2,2_gnd,2_gnd,2_3,3_gnd)                                  8        4
 1.208  (vin_out,vin_out,out_0,out_0,out_2,2_0,0_3,3_gnd)                                  8        4
 1.208  (vin_out,vin_out,vin_1,1_2,2_out,2_out,out_3,3_gnd)                                8        4
 1.208  (vin_out,vin_out,vin_out,out_1,1_gnd,1_2,2_gnd,2_gnd)                             10        4
 1.208  (vin_out,vin_1,1_out,1_2,2_out,out_3,3_4,4_gnd)                                   10        4
 1.208  (vin_out,vin_out,vin_out,out_0,out_2,2_0,2_0,0_gnd)                               10        4
 1.208  (vin_0,vin_1,1_0,1_out,out_3,3_0,0_4,4_gnd)                                       10        5
 1.208  (vin_0,vin_out,out_2,2_0,2_0,2_3,3_0,0_gnd)                                       13        5
 1.208  (vin_0,vin_out,out_0,vin_2,2_3,3_0,3_0,0_gnd)                                     13        5
 1.208  (vin_out,out_2,2_0,vin_3,3_0,3_4,4_0,0_gnd)                                       15        5
 1.208  (vin_0,vin_0,vin_out,out_0,out_2,2_0,2_0,0_gnd)                                   15        5
 1.211  (vin_0,vin_out,out_0,out_0,out_0,out_0,0_2,2_gnd)                                 10        4
 1.211  (vin_0,vin_1,1_out,out_3,3_0,0_4,4_gnd,4_gnd)                                     10        5
 1.211  (vin_0,vin_0,vin_out,out_0,0_gnd,0_2,2_3,3_gnd)                                   11        5
 1.211  (vin_0,vin_out,out_0,0_2,2_gnd,2_gnd,2_gnd,2_gnd)                                 12        5
 1.211  (vin_1,vin_out,out_1,1_0,1_0,1_0,1_0,0_gnd)                                       12        5
 1.211  (vin_0,vin_1,1_0,vin_out,out_3,3_0,0_gnd,0_gnd)                                   14        5
 1.211  (vin_0,vin_0,vin_1,1_out,out_3,3_0,3_0,0_gnd)                                     14        5
 1.211  (vin_0,vin_out,out_2,2_3,3_0,3_0,0_gnd,0_gnd)                                     15        5
 1.211  (vin_0,vin_0,vin_1,1_0,vin_2,2_out,out_0,0_gnd)                                   15        5
 1.211  (vin_0,vin_0,vin_0,vin_1,1_0,1_out,out_0,0_gnd)                                   16        5
 1.214  (vin_out,vin_out,out_1,1_2,2_gnd,2_gnd,2_gnd)                                      8        5
 1.214  (vin_out,vin_out,out_0,out_0,out_0,0_2,2_gnd)                                      8        5
 1.214  (vin_out,vin_out,vin_1,1_2,2_out,out_3,3_gnd)                                      8        5
 1.214  (vin_0,vin_out,out_0,out_0,0_2,2_gnd,2_3,3_gnd)                                   11        5
 1.214  (vin_0,vin_out,out_0,out_2,2_0,0_3,3_gnd,3_gnd)                                   11        5
 1.214  (vin_0,vin_1,1_2,2_out,out_4,4_0,0_5,5_gnd)                                       12        5
 1.214  (vin_0,vin_out,out_2,2_0,2_0,2_0,0_gnd)                                           13        6
 1.214  (vin_0,vin_out,out_0,vin_2,2_3,3_0,0_gnd)                                         13        6
 1.214  (vin_0,vin_out,out_2,2_0,0_gnd,0_3,3_gnd)                                         15        6
 1.214  (vin_0,vin_out,out_2,2_3,3_0,0_gnd,0_gnd,0_gnd)                                   16        5
 1.214  (vin_0,vin_0,vin_0,vin_1,1_2,2_out,out_0,0_gnd)                                   16        5
 1.214  (vin_out,out_1,1_2,2_3,3_4,4_gnd,4_5,5_gnd)                                       17        4
 1.214  (vin_out,out_0,0_2,2_3,3_4,4_gnd,4_5,5_gnd)                                       17        4
 1.214  (vin_out,out_2,2_0,0_3,3_4,4_gnd,4_5,5_gnd)                                       17        4
 1.214  (vin_out,out_0,out_2,2_0,0_3,3_4,4_5,5_gnd)                                       17        4
 1.214  (vin_out,out_2,2_3,3_0,0_4,4_gnd,4_5,5_gnd)                                       17        4
 1.214  (vin_out,out_2,2_0,2_3,3_0,0_4,4_5,5_gnd)                                         17        4
 1.214  (vin_out,out_2,2_3,3_4,4_0,0_gnd,0_5,5_gnd)                                       17        4
 1.214  (vin_out,out_2,2_3,3_0,3_4,4_0,0_5,5_gnd)                                         17        4
 1.214  (vin_out,out_2,2_3,3_4,4_0,4_5,5_0,0_gnd)                                         17        4
 1.214  (vin_out,vin_out,vin_out,vin_out,vin_1,1_out,1_out,out_gnd)                       17        4
 1.217  (vin_0,vin_out,out_0,0_2,2_gnd,0_3,3_4,4_gnd)                                     13        5
 1.217  (vin_out,out_0,vin_2,2_3,3_0,3_0,0_4,4_gnd)                                       14        5
 1.217  (vin_0,vin_out,vin_out,out_0,out_0,out_2,2_0,0_gnd)                               14        5
 1.222  (vin_out,vin_out,out_1,1_2,2_gnd,2_gnd,2_gnd,2_gnd)                                9        4
 1.222  (vin_out,vin_out,out_0,out_0,out_0,out_0,0_2,2_gnd)                                9        4
 1.222  (vin_out,vin_out,vin_1,1_2,2_3,3_out,out_4,4_gnd)                                  9        4
 1.222  (vin_out,out_0,out_0,vin_2,2_0,2_0,0_3,3_gnd)                                     12        5
 1.222  (vin_1,1_0,1_0,vin_out,out_0,out_0,0_3,3_gnd)                                     12        5
 1.222  (vin_1,1_0,vin_out,vin_out,out_0,out_3,3_0,0_gnd)                                 12        5
 1.222  (vin_out,vin_1,1_out,out_2,2_3,3_gnd)                                             12        6
 1.222  (vin_out,vin_out,vin_out,out_1,1_gnd,1_gnd)                                       12        6
 1.222  (vin_0,vin_0,vin_0,vin_out,out_0,0_gnd,0_gnd)                                     12        6
 1.222  (vin_0,vin_1,1_out,out_3,3_4,4_0,0_gnd)                                           12        6
 1.222  (vin_0,vin_1,1_out,out_0,0_3,3_gnd)                                               12        7
 1.222  (vin_0,vin_out,out_0,0_2,0_2,2_gnd,2_3,3_gnd)                                     13        5
 1.222  (vin_1,vin_out,out_1,1_0,1_3,3_0,0_gnd,0_gnd)                                     13        5
 1.222  (vin_out,out_0,vin_2,2_0,2_0,0_3,3_gnd,3_gnd)                                     14        5
 1.222  (vin_0,vin_out,vin_2,2_out,out_0,out_3,3_0,0_gnd)                                 14        5
 1.222  (vin_0,vin_out,out_2,2_0,2_0,2_0,2_0,0_gnd)                                       14        5
 1.222  (vin_0,vin_out,out_0,vin_2,2_3,3_4,4_0,0_gnd)                                     14        5
 1.222  (vin_0,vin_0,vin_out,out_2,2_0,2_0,0_gnd,0_gnd)                                   14        6
 1.222  (vin_0,vin_1,1_0,vin_2,2_out,out_4,4_0,0_gnd)                                     14        6
 1.222  (vin_1,1_0,vin_out,out_3,3_0,0_gnd)                                               16        7
 1.222  (vin_0,vin_0,vin_out,out_0,out_0,0_gnd)                                           16        7
 1.222  (vin_1,1_0,vin_out,out_3,3_4,4_0,0_gnd,0_gnd)                                     17        5
 1.222  (vin_0,vin_0,vin_0,vin_1,1_out,out_0,out_0,0_gnd)                                 17        5
 1.222  (vin_out,out_1,1_2,2_3,3_4,4_gnd,4_gnd)                                           18        5
 1.222  (vin_out,out_0,0_2,2_3,3_4,4_gnd,4_gnd)                                           18        5
 1.222  (vin_out,out_0,out_0,0_2,2_3,3_4,4_gnd)                                           18        5
 1.222  (vin_out,out_2,2_0,0_3,3_4,4_gnd,4_gnd)                                           18        5
 1.222  (vin_out,out_2,2_0,2_0,0_3,3_4,4_gnd)                                             18        5
 1.222  (vin_out,out_2,2_3,3_0,0_4,4_gnd,4_gnd)                                           18        5
 1.222  (vin_out,out_2,2_3,3_0,3_0,0_4,4_gnd)                                             18        5
 1.222  (vin_out,out_2,2_3,3_4,4_0,0_gnd,0_gnd)                                           18        5
 1.222  (vin_out,out_2,2_3,3_4,4_0,4_0,0_gnd)                                             18        5
 1.222  (vin_out,vin_out,vin_out,vin_out,vin_1,1_out,out_gnd)                             18        5
 1.227  (vin_out,vin_out,out_1,1_2,2_gnd,1_3,3_4,4_gnd)                                    9        4
 1.227  (vin_out,vin_1,vin_1,1_out,1_out,1_out,out_2,2_gnd)                                9        4
 1.227  (vin_out,vin_out,out_2,2_0,out_3,3_4,4_0,0_gnd)                                    9        4
 1.227  (vin_out,out_0,vin_2,vin_2,2_0,2_0,2_0,0_gnd)                                     14        5
 1.227  (vin_0,vin_out,out_2,2_0,out_3,3_4,4_0,0_gnd)                                     14        5
 1.227  (vin_0,vin_out,out_2,2_0,0_gnd,0_3,3_gnd,3_gnd)                                   15        5
 1.227  (vin_0,vin_0,vin_1,vin_1,1_0,1_out,out_0,0_gnd)                                   16        5
 1.231  (vin_out,vin_out,out_1,1_2,1_2,2_gnd,2_3,3_gnd)                                    9        4
